image_id,shape,light_azimuth_deg,light_elevation_deg,sin_azimuth,cos_azimuth
Sphere_new_000121,Sphere,122.2,58.2,0.846193166127564,-0.5328762760707301
Sphere_new_000122,Sphere,158.2,57.0,0.3713678355502352,-0.9284858268809134
Sphere_new_000123,Sphere,167.3,31.5,0.2198462043528372,-0.9755345439458567
Sphere_new_000124,Sphere,59.8,49.1,0.8642748019537047,0.5030199466302352
Sphere_new_000125,Sphere,346.9,40.5,-0.22665130743685527,0.9739759672790516
Sphere_new_000126,Sphere,211.0,64.3,-0.5150380749100542,-0.8571673007021123
Sphere_new_000127,Sphere,154.1,41.4,0.4368017883677022,-0.8995577789551803
Sphere_new_000128,Sphere,181.3,70.6,-0.0226873335727816,-0.9997426093226983
Sphere_new_000129,Sphere,67.0,70.9,0.9205048534524404,0.3907311284892737
Sphere_new_000130,Sphere,305.7,60.4,-0.8120835268918062,0.5835412113561176
Sphere_new_000131,Sphere,207.9,60.4,-0.46792981426057356,-0.8837656300886934
Sphere_new_000132,Sphere,312.3,39.6,-0.7396310949786097,0.6730125135097734
Sphere_new_000133,Sphere,186.6,43.8,-0.11493715049286643,-0.9933727656003964
Sphere_new_000134,Sphere,150.4,72.4,0.49394186658423095,-0.869494929505219
Sphere_new_000135,Sphere,30.8,53.0,0.5120428648705715,0.8589598969306644
Sphere_new_000136,Sphere,105.1,42.2,0.9654726308792251,-0.2605045086426483
Sphere_new_000137,Sphere,41.4,60.0,0.6613118653236518,0.7501110696304596
Sphere_new_000138,Sphere,46.5,71.8,0.7253743710122876,0.688354575693754
Sphere_new_000139,Sphere,54.8,34.7,0.8171448983351285,0.5764323161697933
Sphere_new_000140,Sphere,292.1,73.8,-0.9265286308718371,0.37622426313936624
Sphere_new_000141,Sphere,16.0,34.7,0.27563735581699916,0.9612616959383189
Sphere_new_000142,Sphere,28.9,48.1,0.4832823832550023,0.8754645270000179
Sphere_new_000143,Sphere,178.0,56.3,0.03489949670250114,-0.9993908270190958
Sphere_new_000144,Sphere,2.4,50.4,0.04187565372919962,0.9991228300988584
Sphere_new_000145,Sphere,269.0,70.8,-0.9998476951563913,-0.017452406437283498
Sphere_new_000146,Sphere,114.3,59.0,0.9114032766354453,-0.41151435860510877
Sphere_new_000147,Sphere,185.7,40.8,-0.09931974974363891,-0.9950555699612263
Sphere_new_000148,Sphere,186.3,73.4,-0.10973431109104541,-0.9939609554551797
Sphere_new_000149,Sphere,197.4,33.8,-0.2990407922560867,-0.9542403285162768
Sphere_new_000150,Sphere,147.4,37.0,0.5387707850068629,-0.8424523970071477
Sphere_new_000151,Sphere,194.9,61.9,-0.25713279315469634,-0.9663760793213293
Sphere_new_000152,Sphere,340.3,64.3,-0.33709525842308224,0.9414705448120378
Sphere_new_000153,Sphere,174.1,30.2,0.10279253678724674,-0.9947028171171742
Sphere_new_000154,Sphere,234.2,55.5,-0.8110638189893264,-0.5849576749872157
Sphere_new_000155,Sphere,234.6,32.3,-0.8151277957285543,-0.5792811723426787
Sphere_new_000156,Sphere,200.7,56.9,-0.35347484377925675,-0.9354440308298675
Sphere_new_000157,Sphere,211.7,53.1,-0.5254716510722675,-0.8508111094240514
Sphere_new_000158,Sphere,206.1,34.1,-0.4399391698559151,-0.8980275757606156
Sphere_new_000159,Sphere,102.8,63.3,0.9751493543055633,-0.22154849761946732
Sphere_new_000160,Sphere,70.7,61.8,0.9438009515832294,0.330514392713223
Sphere_new_000161,Sphere,286.7,30.8,-0.957822494845315,0.28736051984971145
Sphere_new_000162,Sphere,355.1,62.2,-0.08541692313736683,0.9963452961909065
Sphere_new_000163,Sphere,69.3,62.0,0.9354440308298674,0.35347484377925714
Sphere_new_000164,Sphere,170.8,48.1,0.15988118769183476,-0.9871362650729879
Sphere_new_000165,Sphere,301.2,57.9,-0.8553642601605068,0.51802700937313
Sphere_new_000166,Sphere,315.2,35.6,-0.7046342099635949,0.7095707365365206
Sphere_new_000167,Sphere,353.0,42.5,-0.12186934340514723,0.9925461516413221
Sphere_new_000168,Sphere,140.1,71.8,0.6414496315691581,-0.7671651518152994
Sphere_new_000169,Sphere,93.9,40.0,0.9976842788356053,-0.0680152906652483
Sphere_new_000170,Sphere,51.8,41.0,0.7858568931754019,0.6184083953575542
Sphere_new_000171,Sphere,113.6,54.6,0.9163627295622396,-0.4003490325568948
Sphere_new_000172,Sphere,23.3,39.7,0.39554550256296495,0.9184463813430872
Sphere_new_000173,Sphere,276.6,31.6,-0.9933727656003963,0.11493715049286725
Sphere_new_000174,Sphere,240.7,32.7,-0.8720692724321204,-0.48938245174884654
Sphere_new_000175,Sphere,308.6,49.2,-0.7815204724188184,0.6238795967093866
Sphere_new_000176,Sphere,112.7,59.2,0.9225380894562464,-0.3859060423243186
Sphere_new_000177,Sphere,120.4,62.0,0.8625136692072574,-0.506033764121164
Sphere_new_000178,Sphere,249.8,46.7,-0.938493022759556,-0.3452981989985342
Sphere_new_000179,Sphere,268.4,44.0,-0.9996101150403544,-0.027921638723569103
Sphere_new_000180,Sphere,84.7,37.8,0.9957246981845821,0.09237058744656165
Sphere_new_000181,Sphere,81.0,53.6,0.9876883405951378,0.15643446504023092
Sphere_new_000182,Sphere,26.5,68.1,0.44619781310980877,0.8949343616020251
Sphere_new_000183,Sphere,118.1,54.5,0.8821268660176678,-0.47101188121941007
Sphere_new_000184,Sphere,230.3,40.7,-0.7693995550468953,-0.6387678175155974
Sphere_new_000185,Sphere,301.3,45.7,-0.8544588301328072,0.5195191118795097
Sphere_new_000186,Sphere,345.6,64.4,-0.2486898871648545,0.9685831611286312
Sphere_new_000187,Sphere,173.8,67.1,0.1079993557060229,-0.9941509639723154
Sphere_new_000188,Sphere,69.4,32.7,0.9360595357389733,0.3518416484047017
Sphere_new_000189,Sphere,243.2,53.2,-0.8925858184521253,-0.4508775406894311
Sphere_new_000190,Sphere,274.9,64.3,-0.9963452961909064,0.08541692313736729
Sphere_new_000191,Sphere,298.8,35.0,-0.8763066800438634,0.4817536741017157
Sphere_new_000192,Sphere,316.4,59.7,-0.6896195437356704,0.7241718614374669
Sphere_new_000193,Sphere,217.9,72.2,-0.6142852000989433,-0.7890840848346906
Sphere_new_000194,Sphere,268.1,36.7,-0.9994502159417572,-0.03315517838852618
Sphere_new_000195,Sphere,38.0,46.5,0.6156614753256583,0.7880107536067219
Sphere_new_000196,Sphere,311.5,57.7,-0.7489557207890021,0.6626200482157375
Sphere_new_000197,Sphere,165.3,46.7,0.25375794458480533,-0.9672677527758768
Sphere_new_000198,Sphere,334.8,58.7,-0.4257792915650722,0.9048270524660197
Sphere_new_000199,Sphere,95.5,64.2,0.9953961983671789,-0.09584575252022395
Sphere_new_000200,Sphere,105.6,45.9,0.9631625667976582,-0.2689198206152656
Sphere_new_000201,Sphere,237.6,60.5,-0.8443279255020149,-0.5358267949789971
Sphere_new_000202,Sphere,328.4,43.3,-0.5239859059700797,0.8517269341430473
Sphere_new_000203,Sphere,229.7,38.3,-0.7626683296956883,-0.6467897795104595
Sphere_new_000204,Sphere,264.9,42.2,-0.9960410654107695,-0.08889429686644237
Sphere_new_000205,Sphere,135.7,69.3,0.6984152854310062,-0.7156927337037355
Sphere_new_000206,Sphere,181.9,55.2,-0.033155178388526316,-0.9994502159417572
Sphere_new_000207,Sphere,333.3,38.3,-0.4493189986158963,0.8933713883278377
Sphere_new_000208,Sphere,246.6,46.7,-0.9177546256839809,-0.3971478906347811
Sphere_new_000209,Sphere,302.7,32.9,-0.8415107819453063,0.5402403204776549
Sphere_new_000210,Sphere,259.3,56.8,-0.9826127965436152,-0.1856666153855773
Sphere_new_000211,Sphere,121.2,31.8,0.8553642601605067,-0.5180270093731301
Sphere_new_000212,Sphere,282.8,35.7,-0.9751493543055632,0.22154849761946743
Sphere_new_000213,Sphere,38.7,57.6,0.6252426563357052,0.7804304073383297
Sphere_new_000214,Sphere,101.9,36.7,0.9785089851017784,-0.20620418539662974
Sphere_new_000215,Sphere,97.5,54.0,0.9914448613738104,-0.1305261922200516
Sphere_new_000216,Sphere,167.8,30.3,0.2113247964553884,-0.977415894286096
Sphere_new_000217,Sphere,219.2,35.5,-0.6320293026648508,-0.7749444887041796
Sphere_new_000218,Sphere,50.8,62.1,0.7749444887041795,0.6320293026648509
Sphere_new_000219,Sphere,277.7,37.5,-0.9909831997148364,0.13398618541829152
Sphere_new_000220,Sphere,212.5,70.7,-0.5372996083468239,-0.8433914458128856
Sphere_new_000221,Sphere,134.7,52.4,0.7107994738729926,-0.7033947028105038
Sphere_new_000222,Sphere,41.4,60.7,0.6613118653236518,0.7501110696304596
Sphere_new_000223,Sphere,222.8,57.5,-0.6794413042615165,-0.7337298645028764
Sphere_new_000224,Sphere,20.0,62.0,0.3420201433256687,0.9396926207859084
Sphere_new_000225,Sphere,291.0,52.3,-0.9335804264972017,0.3583679495453004
Sphere_new_000226,Sphere,247.7,56.2,-0.9252097183857821,-0.379456159529005
Sphere_new_000227,Sphere,323.5,69.6,-0.594822786751341,0.8038568606172175
Sphere_new_000228,Sphere,152.6,52.1,0.46019978478385176,-0.8878153851364012
Sphere_new_000229,Sphere,248.4,38.7,-0.9297764858882515,-0.3681245526846778
Sphere_new_000230,Sphere,355.4,34.8,-0.0801989243288595,0.9967788784562471
Sphere_new_000231,Sphere,199.2,41.8,-0.3288666467385831,-0.9443763702374811
Sphere_new_000232,Sphere,97.1,74.1,0.9923319378854888,-0.12360147674049249
Sphere_new_000233,Sphere,183.1,66.5,-0.054078812984775355,-0.9985366703262117
Sphere_new_000234,Sphere,17.2,62.4,0.29570805004404666,0.9552783621223436
Sphere_new_000235,Sphere,24.6,67.2,0.4162807922604012,0.9092361090470685
Sphere_new_000236,Sphere,346.0,32.2,-0.24192189559966787,0.9702957262759965
Sphere_new_000237,Sphere,149.2,57.7,0.5120428648705719,-0.8589598969306642
Sphere_new_000238,Sphere,133.6,49.9,0.7241718614374677,-0.6896195437356696
Sphere_new_000239,Sphere,337.8,33.2,-0.3778407868184672,0.9258705848099947
Sphere_new_000240,Sphere,131.8,34.4,0.745475999682862,-0.6665324702494527
Sphere_new_000241,Sphere,237.6,53.3,-0.8443279255020149,-0.5358267949789971
Sphere_new_000242,Sphere,182.2,36.1,-0.038387809087519646,-0.9992629164106213
Sphere_new_000243,Sphere,201.7,33.1,-0.36974675727382916,-0.9291325715340562
Sphere_new_000244,Sphere,67.0,61.7,0.9205048534524404,0.3907311284892737
Sphere_new_000245,Sphere,272.8,64.1,-0.998806137341434,0.04884976979561359
Sphere_new_000246,Sphere,100.0,62.8,0.984807753012208,-0.1736481776669303
Sphere_new_000247,Sphere,110.2,41.7,0.9384930227595559,-0.34529819899853464
Sphere_new_000248,Sphere,342.2,41.0,-0.3056953049631061,0.9521293927421386
Sphere_new_000249,Sphere,29.8,31.1,0.49697396102755537,0.8677654533689284
Sphere_new_000250,Sphere,54.7,69.5,0.8161375900801602,0.5778576243835054
Sphere_new_000251,Sphere,313.8,45.9,-0.721760228098362,0.6921431738704069
Sphere_new_000252,Sphere,0.8,56.4,0.013962180339145272,0.9999025240093042
Sphere_new_000253,Sphere,278.3,69.6,-0.9895257890689695,0.1443562010009729
Sphere_new_000254,Sphere,245.6,62.8,-0.910683660806177,-0.41310442982454204
Sphere_new_000255,Sphere,189.3,60.7,-0.16160382110336113,-0.9868557164068072
Sphere_new_000256,Sphere,302.7,50.6,-0.8415107819453063,0.5402403204776549
Sphere_new_000257,Sphere,21.3,44.8,0.36325123047297836,0.9316912275855489
Sphere_new_000258,Sphere,155.8,36.8,0.4099230338415728,-0.912120116172273
Sphere_new_000259,Sphere,172.5,55.0,0.13052619222005157,-0.9914448613738104
Sphere_new_000260,Sphere,163.0,55.6,0.2923717047227366,-0.9563047559630355
Sphere_new_000261,Sphere,302.8,73.2,-0.8405666034956845,0.5417082102827396
Sphere_new_000262,Sphere,215.1,67.4,-0.5750052520432786,-0.8181497174250235
Sphere_new_000263,Sphere,283.9,70.7,-0.9707164815781908,0.24022804247726354
Sphere_new_000264,Sphere,55.2,37.8,0.821149209133704,0.5707135676844317
Sphere_new_000265,Sphere,186.1,45.9,-0.10626407133623313,-0.9943379441332046
Sphere_new_000266,Sphere,353.0,65.9,-0.12186934340514723,0.9925461516413221
Sphere_new_000267,Sphere,236.6,46.5,-0.8348478632634063,-0.5504807400849958
Sphere_new_000268,Sphere,27.9,48.2,0.46792981426057334,0.8837656300886935
Sphere_new_000269,Sphere,320.3,46.8,-0.6387678175155975,0.7693995550468952
Sphere_new_000270,Sphere,31.0,71.5,0.5150380749100542,0.8571673007021123
Sphere_new_000271,Sphere,179.3,53.1,0.012217000835246974,-0.999925369660452
Sphere_new_000272,Sphere,63.6,71.2,0.8957117602394129,0.4446351791849275
Sphere_new_000273,Sphere,194.2,52.5,-0.24530738587880213,-0.969445349895139
Sphere_new_000274,Sphere,355.4,40.1,-0.0801989243288595,0.9967788784562471
Sphere_new_000275,Sphere,25.5,56.1,0.43051109680829514,0.9025852843498606
Sphere_new_000276,Sphere,341.8,74.8,-0.31233491851223255,0.9499720515246525
Sphere_new_000277,Sphere,128.5,74.9,0.782608156852414,-0.6225146366376194
Sphere_new_000278,Sphere,242.5,39.8,-0.8870108331782215,-0.46174861323503436
Sphere_new_000279,Sphere,249.4,62.9,-0.9360595357389733,-0.35184164840470183
Sphere_new_000280,Sphere,77.2,50.6,0.9751493543055633,0.22154849761946724
Sphere_new_000281,Sphere,171.5,47.9,0.14780941112961082,-0.9890158633619168
Sphere_new_000282,Sphere,45.9,42.3,0.7181262977631888,0.6959127965923143
Sphere_new_000283,Sphere,99.1,55.9,0.9874138067509115,-0.15815806725448336
Sphere_new_000284,Sphere,111.7,46.4,0.9291325715340562,-0.36974675727382944
Sphere_new_000285,Sphere,141.0,47.2,0.6293203910498374,-0.7771459614569709
Sphere_new_000286,Sphere,204.4,58.3,-0.41310442982454176,-0.9106836608061771
Sphere_new_000287,Sphere,266.1,60.3,-0.9976842788356053,-0.06801529066524767
Sphere_new_000288,Sphere,233.5,53.3,-0.8038568606172171,-0.5948227867513417
Sphere_new_000289,Sphere,294.5,69.7,-0.9099612708765432,0.4146932426562389
Sphere_new_000290,Sphere,145.3,74.8,0.569279523430844,-0.8221440410307376
Sphere_new_000291,Sphere,176.5,35.0,0.06104853953485675,-0.998134798421867
Sphere_new_000292,Sphere,334.2,67.5,-0.43523109937232807,0.9003187714021932
Sphere_new_000293,Sphere,306.3,38.8,-0.8059282822485155,0.5920131787992198
Sphere_new_000294,Sphere,18.2,45.2,0.31233491851223255,0.9499720515246525
Sphere_new_000295,Sphere,355.2,69.8,-0.08367784333231584,0.9964928592495043
Sphere_new_000296,Sphere,170.6,50.9,0.16332596224162238,-0.9865721616069694
Sphere_new_000297,Sphere,12.3,73.5,0.21303038627497659,0.9770455744352636
Sphere_new_000298,Sphere,318.6,68.0,-0.6613118653236516,0.7501110696304597
Sphere_new_000299,Sphere,309.7,65.2,-0.7693995550468955,0.6387678175155972
Sphere_new_000300,Sphere,83.1,42.7,0.9927573419294455,0.12013683883464721
Sphere_new_000301,Sphere,99.8,41.3,0.9854078984834901,-0.1702094991660325
Sphere_new_000302,Sphere,264.8,74.7,-0.9958843986159703,-0.09063258019778002
Sphere_new_000303,Sphere,260.6,50.5,-0.9865721616069695,-0.163325962241622
Sphere_new_000304,Sphere,202.9,72.9,-0.3891239501402061,-0.9211854055657213
Sphere_new_000305,Sphere,356.6,59.3,-0.05930637357596173,0.9982398279237653
Sphere_new_000306,Sphere,321.8,47.3,-0.6184083953575539,0.7858568931754021
Sphere_new_000307,Sphere,50.3,62.1,0.7693995550468951,0.6387678175155977
Sphere_new_000308,Sphere,12.3,64.8,0.21303038627497659,0.9770455744352636
Sphere_new_000309,Sphere,198.8,74.1,-0.3222656952305114,-0.9466492601156963
Sphere_new_000310,Sphere,97.2,54.8,0.9921147013144778,-0.12533323356430437
Sphere_new_000311,Sphere,98.1,74.5,0.9900236577165576,-0.14090123193758247
Sphere_new_000312,Sphere,273.7,68.5,-0.997915618272179,0.06453230825295732
Sphere_new_000313,Sphere,286.9,47.4,-0.9568135840576076,0.2907021935982517
Sphere_new_000314,Sphere,344.8,71.9,-0.26218917864086444,0.9650164944723115
Sphere_new_000315,Sphere,241.8,65.8,-0.8813034520649924,-0.4725507648690538
Sphere_new_000316,Sphere,61.6,56.1,0.8796485728666165,0.4756242090702753
Sphere_new_000317,Sphere,120.2,50.8,0.8642748019537047,-0.5030199466302351
Sphere_new_000318,Sphere,302.2,31.9,-0.8461931661275643,0.5328762760707295
Sphere_new_000319,Sphere,50.0,50.7,0.766044443118978,0.6427876096865394
Sphere_new_000320,Sphere,305.7,34.7,-0.8120835268918062,0.5835412113561176
Sphere_new_000321,Sphere,341.1,32.5,-0.32391741819814956,0.9460853588275453
Sphere_new_000322,Sphere,320.1,49.2,-0.6414496315691575,0.7671651518152999
Sphere_new_000323,Sphere,255.1,64.0,-0.9663760793213293,-0.25713279315469617
Sphere_new_000324,Sphere,294.7,68.3,-0.908508177526722,0.4178670738010764
Sphere_new_000325,Sphere,255.9,47.0,-0.9698720152847468,-0.2436150117860225
Sphere_new_000326,Sphere,168.0,53.9,0.20791169081775931,-0.9781476007338057
Sphere_new_000327,Sphere,177.5,55.8,0.04361938736533607,-0.9990482215818578
Sphere_new_000328,Sphere,119.9,30.9,0.8668967489356029,-0.4984877397538302
Sphere_new_000329,Sphere,242.8,41.2,-0.8894163732912975,-0.4570979270586941
Sphere_new_000330,Sphere,30.7,45.4,0.5105429179116057,0.8598522715968735
Sphere_new_000331,Sphere,107.2,70.4,0.9552783621223437,-0.2957080500440466
